Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2023-10-08,Cu Gáy,174268,337,Có,2.71,Thấp,9,Thu,Đồi núi,Ôn đới,23,Nguy cơ thấp
2023-10-08,Chích chòe,168968,119,Không,4.97,Trung bình,1,Hạ,Trung du,Nhiệt đới,38,Nguy cơ thấp
2023-10-08,Yến núi,13496,477,Một phần,2,Thấp,2,Thu,Đồi núi,Ôn đới,48,Nguy cơ trung bình
2023-10-08,Chào mào,188134,30,Có,4.34,Trung bình,10,Hạ,Đồi núi,Ôn đới,90,Nguy cơ trung bình
2023-10-08,Cú mèo,23596,407,Một phần,2.23,Thấp,4,Xuân,Trung du,Ôn đới,77,Nguy cơ thấp
2023-10-15,Chích chòe,169264,233,Có,2.83,Cao,2,Đông,Đồi núi,Rừng ngập mặn,77,Nguy cơ thấp
2023-10-15,Chào mào,188416,384,Không,1.84,Trung bình,9,Thu,Đồng bằng,Nhiệt đới,53,Nguy cơ thấp
2023-10-15,Công,17204,393,Một phần,3.84,Cao,3,Hạ,Trung du,Ôn đới,55,Không có nguy cơ
2023-10-15,Cu Gáy,174355,72,Có,2.36,Cao,1,Đông,Đồng bằng,Nhiệt đới,47,Nguy cơ trung bình
2023-10-15,Yến núi,13510,436,Có,1.5,Thấp,8,Thu,Trung du,Nhiệt đới,69,Nguy cơ thấp
2023-10-15,Cú mèo,23537,13,Không,3.13,Thấp,8,Xuân,Trung du,Ôn đới,2,Nguy cơ thấp
2023-10-15,Cắt nhỏ bụng vàng,20304,68,Có,2.55,Thấp,7,Hạ,Trung du,Ôn đới,12,Không có nguy cơ
2023-10-22,Cu Gáy,174442,291,Có,4.72,Cao,4,Hạ,Đồng bằng,Ôn đới,15,Nguy cơ thấp
2023-10-22,Chào mào,188698,51,Không,1.71,Thấp,8,Xuân,Đồng bằng,Nhiệt đới,27,Nguy cơ trung bình
2023-10-22,Cắt nhỏ bụng vàng,20259,235,Không,2.04,Thấp,9,Xuân,Đồi núi,Ôn đới,34,Nguy cơ thấp
2023-10-22,Cú mèo,23478,495,Có,3.8,Thấp,2,Đông,Đồi núi,Ôn đới,17,Nguy cơ trung bình
2023-10-22,Chích chòe,169560,479,Có,2.79,Thấp,4,Xuân,Đồi núi,Nhiệt đới,43,Nguy cơ thấp
2023-10-22,Yến núi,13523,208,Có,2.1,Trung bình,2,Đông,Đồi núi,Nhiệt đới,84,Nguy cơ trung bình
2023-10-22,Công,17196,194,Một phần,1.82,Trung bình,7,Xuân,Trung du,Nhiệt đới,26,Nguy cơ trung bình
2023-10-29,Cú mèo,23419,382,Có,1.4,Thấp,7,Hạ,Đồi núi,Rừng ngập mặn,85,Nguy cơ cao
2023-10-29,Công,17187,429,Không,4.58,Cao,5,Xuân,Trung du,Nhiệt đới,73,Nguy cơ trung bình
2023-10-29,Chích chòe,169856,178,Một phần,1.62,Trung bình,8,Hạ,Đồng bằng,Ôn đới,63,Nguy cơ thấp
2023-10-29,Yến núi,13537,151,Có,1.95,Cao,3,Thu,Đồng bằng,Nhiệt đới,30,Nguy cơ cao
2023-10-29,Cu Gáy,174530,252,Không,3.97,Cao,2,Đông,Trung du,Nhiệt đới,25,Nguy cơ thấp
2023-10-29,Cắt nhỏ bụng vàng,20213,126,Có,2.91,Cao,6,Xuân,Đồng bằng,Rừng ngập mặn,98,Nguy cơ trung bình
2023-10-29,Chào mào,188981,491,Một phần,2.77,Trung bình,9,Xuân,Đồng bằng,Ôn đới,10,Nguy cơ thấp
2023-11-05,Yến núi,13550,110,Không,4.64,Thấp,9,Thu,Đồng bằng,Ôn đới,99,Không có nguy cơ
2023-11-05,Chào mào,189265,380,Có,4.97,Trung bình,3,Đông,Trung du,Nhiệt đới,75,Nguy cơ trung bình
2023-11-05,Cú mèo,23361,121,Không,1.71,Cao,2,Thu,Trung du,Rừng ngập mặn,74,Nguy cơ thấp
2023-11-05,Cu Gáy,174617,280,Không,1.01,Trung bình,7,Thu,Trung du,Nhiệt đới,11,Nguy cơ trung bình
2023-11-05,Công,17179,206,Không,4.13,Cao,3,Thu,Trung du,Ôn đới,0,Không có nguy cơ
2023-11-05,Cắt nhỏ bụng vàng,20168,242,Một phần,1.59,Thấp,4,Đông,Đồng bằng,Rừng ngập mặn,14,Không có nguy cơ
2023-11-05,Chích chòe,170154,15,Không,3.19,Cao,9,Hạ,Đồi núi,Ôn đới,52,Nguy cơ thấp
2023-11-12,Chích chòe,170451,139,Một phần,4.05,Cao,2,Thu,Trung du,Ôn đới,15,Nguy cơ thấp
2023-11-12,Chào mào,189549,313,Một phần,4.82,Thấp,1,Thu,Đồi núi,Rừng ngập mặn,79,Nguy cơ trung bình
2023-11-12,Yến núi,13564,160,Có,1.88,Cao,3,Thu,Đồi núi,Rừng ngập mặn,6,Nguy cơ trung bình
2023-11-12,Cú mèo,23302,349,Có,3.33,Cao,2,Xuân,Trung du,Rừng ngập mặn,20,Không có nguy cơ
2023-11-12,Cắt nhỏ bụng vàng,20122,25,Không,1.36,Trung bình,4,Xuân,Trung du,Nhiệt đới,15,Không có nguy cơ
2023-11-12,Công,17170,429,Có,1.72,Cao,10,Xuân,Đồng bằng,Ôn đới,44,Nguy cơ thấp
2023-11-12,Cu Gáy,174704,368,Có,3.16,Trung bình,4,Đông,Đồng bằng,Nhiệt đới,77,Nguy cơ thấp
2023-11-19,Công,17161,13,Một phần,4.79,Cao,7,Đông,Đồng bằng,Rừng ngập mặn,85,Nguy cơ cao
2023-11-19,Yến núi,13577,64,Không,3.15,Cao,3,Đông,Đồi núi,Rừng ngập mặn,74,Không có nguy cơ
2023-11-19,Chào mào,189833,188,Một phần,2.94,Thấp,7,Đông,Đồi núi,Nhiệt đới,21,Nguy cơ thấp
2023-11-19,Cu Gáy,174792,159,Có,4.05,Thấp,10,Đông,Đồi núi,Rừng ngập mặn,2,Nguy cơ thấp
2023-11-19,Chích chòe,170750,227,Không,5,Thấp,8,Xuân,Đồi núi,Rừng ngập mặn,29,Nguy cơ thấp
2023-11-19,Cắt nhỏ bụng vàng,20077,168,Một phần,1.9,Trung bình,9,Xuân,Đồi núi,Ôn đới,53,Nguy cơ thấp
2023-11-19,Cú mèo,23244,86,Không,1.54,Thấp,5,Thu,Đồng bằng,Ôn đới,5,Nguy cơ cao
2023-11-26,Chích chòe,171049,488,Có,1.24,Thấp,7,Hạ,Trung du,Ôn đới,95,Nguy cơ trung bình
2023-11-26,Cú mèo,23186,196,Một phần,2.61,Cao,2,Đông,Trung du,Rừng ngập mặn,9,Không có nguy cơ
2023-11-26,Chào mào,190118,460,Không,3.23,Thấp,5,Xuân,Đồi núi,Nhiệt đới,36,Nguy cơ trung bình
2023-11-26,Công,17153,263,Không,2.82,Thấp,7,Xuân,Đồi núi,Ôn đới,27,Nguy cơ trung bình
2023-11-26,Cắt nhỏ bụng vàng,20032,257,Một phần,3.57,Cao,7,Hạ,Trung du,Rừng ngập mặn,61,Không có nguy cơ
2023-11-26,Cu Gáy,174879,445,Một phần,1.67,Thấp,10,Thu,Trung du,Ôn đới,59,Nguy cơ thấp
2023-11-26,Yến núi,13591,386,Không,2.91,Cao,3,Xuân,Đồng bằng,Rừng ngập mặn,11,Không có nguy cơ
2023-12-03,Cu Gáy,174966,319,Một phần,4.65,Cao,9,Đông,Đồi núi,Ôn đới,27,Nguy cơ trung bình
2023-12-03,Cắt nhỏ bụng vàng,19987,422,Không,1.25,Thấp,1,Đông,Đồng bằng,Rừng ngập mặn,54,Không có nguy cơ
2023-12-03,Chích chòe,171348,290,Một phần,4.17,Cao,6,Hạ,Trung du,Nhiệt đới,12,Nguy cơ trung bình
2023-12-03,Công,17144,456,Một phần,3.01,Cao,2,Đông,Đồng bằng,Nhiệt đới,19,Nguy cơ cao
2023-12-03,Cú mèo,23128,159,Một phần,4.56,Cao,6,Hạ,Đồi núi,Ôn đới,25,Nguy cơ thấp
2023-12-03,Chào mào,190403,382,Một phần,2.29,Trung bình,3,Xuân,Đồi núi,Nhiệt đới,61,Nguy cơ trung bình
2023-12-03,Yến núi,13604,405,Không,1.44,Trung bình,7,Thu,Đồi núi,Ôn đới,54,Không có nguy cơ
2023-12-10,Chào mào,190689,32,Có,1.67,Trung bình,6,Xuân,Đồng bằng,Rừng ngập mặn,97,Nguy cơ thấp
2023-12-10,Chích chòe,171648,460,Có,4.94,Trung bình,1,Xuân,Đồng bằng,Nhiệt đới,58,Nguy cơ thấp
2023-12-10,Cắt nhỏ bụng vàng,19942,261,Một phần,4.79,Cao,10,Đông,Trung du,Rừng ngập mặn,26,Không có nguy cơ
2023-12-10,Công,17136,10,Có,2.34,Thấp,3,Xuân,Trung du,Rừng ngập mặn,34,Không có nguy cơ
2023-12-10,Yến núi,13618,431,Có,3.2,Thấp,4,Xuân,Trung du,Nhiệt đới,73,Không có nguy cơ
2023-12-10,Cu Gáy,175054,132,Không,4.48,Cao,4,Thu,Đồi núi,Rừng ngập mặn,30,Nguy cơ trung bình
2023-12-10,Cú mèo,23070,76,Có,1.87,Trung bình,6,Hạ,Đồng bằng,Ôn đới,53,Không có nguy cơ
2023-12-17,Cắt nhỏ bụng vàng,19897,465,Một phần,2.08,Cao,1,Thu,Trung du,Ôn đới,44,Không có nguy cơ
2023-12-17,Công,17127,311,Không,1.47,Cao,1,Đông,Đồng bằng,Nhiệt đới,26,Không có nguy cơ
2023-12-17,Cú mèo,23012,419,Có,3.95,Cao,9,Hạ,Đồng bằng,Ôn đới,18,Nguy cơ trung bình
2023-12-17,Chích chòe,171948,425,Không,4.58,Thấp,7,Hạ,Đồng bằng,Ôn đới,79,Nguy cơ thấp
2023-12-17,Yến núi,13632,206,Một phần,4.65,Cao,7,Xuân,Đồi núi,Nhiệt đới,42,Nguy cơ thấp
2023-12-17,Chào mào,190975,345,Có,1.2,Thấp,3,Xuân,Đồng bằng,Ôn đới,26,Nguy cơ trung bình
2023-12-17,Cu Gáy,175141,175,Một phần,3.18,Trung bình,10,Thu,Trung du,Nhiệt đới,25,Nguy cơ thấp
2023-12-24,Cú mèo,22955,120,Không,3.2,Trung bình,8,Hạ,Trung du,Nhiệt đới,62,Nguy cơ thấp
2023-12-24,Chích chòe,172249,401,Một phần,1.16,Cao,9,Đông,Đồng bằng,Nhiệt đới,78,Nguy cơ thấp
2023-12-24,Yến núi,13645,231,Có,3.36,Cao,5,Hạ,Đồng bằng,Nhiệt đới,14,Không có nguy cơ
2023-12-24,Cu Gáy,175229,337,Có,2.3,Trung bình,2,Đông,Đồng bằng,Ôn đới,11,Nguy cơ trung bình
2023-12-24,Chào mào,191261,116,Một phần,2.74,Cao,10,Xuân,Đồi núi,Rừng ngập mặn,64,Nguy cơ trung bình
2023-12-24,Cắt nhỏ bụng vàng,19852,354,Có,2.96,Trung bình,3,Đông,Đồi núi,Ôn đới,10,Nguy cơ thấp
2023-12-24,Công,17119,472,Có,2.22,Trung bình,8,Xuân,Đồng bằng,Ôn đới,82,Không có nguy cơ
2023-12-31,Cú mèo,22897,78,Không,3.05,Cao,4,Xuân,Đồng bằng,Ôn đới,36,Nguy cơ thấp
2023-12-31,Cắt nhỏ bụng vàng,19808,62,Có,3.71,Cao,5,Hạ,Trung du,Ôn đới,69,Nguy cơ cao
2023-12-31,Cu Gáy,175317,200,Có,4.29,Thấp,3,Xuân,Đồng bằng,Ôn đới,32,Nguy cơ thấp
2023-12-31,Yến núi,13659,360,Không,4.87,Cao,7,Đông,Đồng bằng,Ôn đới,4,Nguy cơ trung bình
2023-12-31,Chào mào,191548,436,Một phần,1.82,Trung bình,10,Đông,Trung du,Ôn đới,4,Nguy cơ thấp
2023-12-31,Công,17110,167,Một phần,4.29,Thấp,8,Xuân,Đồi núi,Nhiệt đới,58,Nguy cơ cao
2023-12-31,Chích chòe,172551,275,Một phần,1.83,Trung bình,2,Hạ,Đồng bằng,Rừng ngập mặn,11,Nguy cơ trung bình
2024-01-07,Cu Gáy,189672,455,Một phần,1.38,Cao,4,Thu,Trung du,Nhiệt đới,54,Nguy cơ thấp
2024-01-07,Chào mào,224273,98,Một phần,1.91,Cao,10,Hạ,Trung du,Ôn đới,32,Nguy cơ trung bình
2024-01-07,Công,18494,11,Có,4.41,Trung bình,5,Thu,Đồi núi,Ôn đới,37,Nguy cơ cao
2024-01-07,Chích chòe,186894,207,Một phần,3.86,Trung bình,1,Hạ,Đồi núi,Ôn đới,97,Nguy cơ trung bình
2024-01-07,Cắt nhỏ bụng vàng,19763,109,Không,1.61,Cao,5,Thu,Trung du,Ôn đới,19,Nguy cơ cao
2024-01-07,Yến núi,12644,393,Một phần,3.21,Cao,3,Đông,Trung du,Nhiệt đới,61,Nguy cơ cao
2024-01-07,Cú mèo,22840,311,Không,2.28,Trung bình,4,Hạ,Trung du,Ôn đới,73,Nguy cơ cao
2024-01-14,Yến núi,12654,219,Không,2.24,Cao,3,Xuân,Đồi núi,Rừng ngập mặn,4,Không có nguy cơ
2024-01-14,Chích chòe,187268,336,Không,4.25,Cao,8,Thu,Đồng bằng,Ôn đới,60,Nguy cơ thấp
2024-01-14,Cú mèo,22783,274,Không,2.8,Trung bình,8,Xuân,Đồng bằng,Rừng ngập mặn,73,Nguy cơ cao
2024-01-14,Cu Gáy,189814,344,Một phần,2.85,Cao,6,Xuân,Trung du,Nhiệt đới,50,Nguy cơ trung bình
2024-01-14,Chào mào,224722,407,Một phần,1.14,Cao,7,Đông,Đồi núi,Rừng ngập mặn,16,Nguy cơ trung bình
2024-01-14,Cắt nhỏ bụng vàng,19719,129,Không,1.96,Trung bình,5,Hạ,Trung du,Nhiệt đới,61,Nguy cơ cao
2024-01-14,Công,18489,197,Không,2.71,Cao,2,Thu,Đồng bằng,Rừng ngập mặn,55,Nguy cơ cao
2024-01-21,Cú mèo,22726,377,Không,3.16,Trung bình,2,Đông,Đồi núi,Ôn đới,58,Nguy cơ cao
2024-01-21,Cắt nhỏ bụng vàng,19674,490,Một phần,3.68,Cao,2,Hạ,Đồng bằng,Rừng ngập mặn,99,Nguy cơ thấp
2024-01-21,Công,18485,412,Một phần,3,Thấp,9,Thu,Đồi núi,Ôn đới,26,Nguy cơ thấp
2024-01-21,Cu Gáy,189956,418,Không,4.77,Trung bình,3,Đông,Đồng bằng,Rừng ngập mặn,0,Nguy cơ trung bình
2024-01-21,Chào mào,225171,179,Có,1.82,Trung bình,10,Xuân,Đồi núi,Rừng ngập mặn,49,Nguy cơ thấp
2024-01-21,Chích chòe,187642,109,Không,2.15,Trung bình,4,Xuân,Đồi núi,Rừng ngập mặn,14,Nguy cơ thấp
2024-01-21,Yến núi,12663,282,Một phần,3.53,Thấp,1,Xuân,Trung du,Rừng ngập mặn,14,Nguy cơ trung bình
2024-01-28,Cú mèo,22669,358,Một phần,4.44,Cao,5,Xuân,Đồng bằng,Ôn đới,57,Không có nguy cơ
2024-01-28,Chào mào,225621,52,Không,2.08,Thấp,6,Xuân,Trung du,Rừng ngập mặn,0,Nguy cơ thấp
2024-01-28,Cắt nhỏ bụng vàng,19630,315,Một phần,4.7,Cao,10,Đông,Đồng bằng,Rừng ngập mặn,24,Nguy cơ thấp
2024-01-28,Cu Gáy,190099,484,Có,3.48,Trung bình,2,Thu,Trung du,Rừng ngập mặn,85,Nguy cơ trung bình
2024-01-28,Yến núi,12673,69,Một phần,3.57,Trung bình,10,Thu,Đồng bằng,Ôn đới,20,Nguy cơ cao
2024-01-28,Công,18480,71,Không,2.56,Trung bình,9,Thu,Đồng bằng,Ôn đới,69,Nguy cơ trung bình
2024-01-28,Chích chòe,188018,66,Không,1.42,Thấp,1,Xuân,Đồng bằng,Rừng ngập mặn,67,Nguy cơ thấp
2024-02-04,Chào mào,226073,342,Không,3.83,Cao,1,Hạ,Đồng bằng,Rừng ngập mặn,1,Nguy cơ thấp
2024-02-04,Cắt nhỏ bụng vàng,19586,342,Một phần,1.64,Thấp,4,Đông,Trung du,Rừng ngập mặn,3,Không có nguy cơ
2024-02-04,Công,18475,80,Có,2.2,Trung bình,2,Thu,Trung du,Ôn đới,27,Nguy cơ trung bình
2024-02-04,Chích chòe,188394,305,Không,2.37,Cao,9,Hạ,Trung du,Ôn đới,95,Nguy cơ trung bình
2024-02-04,Yến núi,12682,364,Không,1.45,Trung bình,4,Đông,Đồng bằng,Nhiệt đới,27,Nguy cơ cao
2024-02-04,Cú mèo,22613,286,Một phần,4.08,Cao,5,Xuân,Trung du,Ôn đới,100,Không có nguy cơ
2024-02-04,Cu Gáy,190241,120,Một phần,1.64,Thấp,3,Thu,Đồi núi,Rừng ngập mặn,13,Nguy cơ trung bình
2024-02-11,Yến núi,12692,141,Có,2.67,Thấp,6,Hạ,Đồng bằng,Rừng ngập mặn,43,Không có nguy cơ
2024-02-11,Cắt nhỏ bụng vàng,19542,270,Một phần,1.67,Thấp,8,Hạ,Đồi núi,Rừng ngập mặn,34,Nguy cơ cao
2024-02-11,Cu Gáy,190384,434,Có,4.94,Cao,6,Hạ,Đồng bằng,Ôn đới,73,Nguy cơ thấp
2024-02-11,Cú mèo,22556,293,Một phần,3.57,Thấp,7,Thu,Trung du,Ôn đới,83,Nguy cơ trung bình
2024-02-11,Chào mào,226525,311,Không,4.61,Thấp,3,Thu,Đồng bằng,Rừng ngập mặn,69,Nguy cơ thấp
2024-02-11,Chích chòe,188771,413,Có,1.41,Thấp,8,Đông,Đồi núi,Nhiệt đới,35,Nguy cơ trung bình
2024-02-11,Công,18471,182,Một phần,3.42,Cao,4,Xuân,Đồi núi,Ôn đới,60,Nguy cơ thấp
2024-02-18,Yến núi,12701,137,Không,1.04,Cao,2,Thu,Trung du,Nhiệt đới,43,Không có nguy cơ
2024-02-18,Chích chòe,189148,134,Không,1.35,Trung bình,8,Hạ,Đồi núi,Nhiệt đới,27,Nguy cơ thấp
2024-02-18,Công,18466,111,Một phần,1.06,Cao,9,Hạ,Đồng bằng,Nhiệt đới,83,Nguy cơ trung bình
2024-02-18,Chào mào,226978,254,Một phần,1.54,Trung bình,2,Xuân,Trung du,Rừng ngập mặn,43,Nguy cơ trung bình
2024-02-18,Cắt nhỏ bụng vàng,19498,247,Có,4.61,Cao,9,Xuân,Đồi núi,Nhiệt đới,37,Không có nguy cơ
2024-02-18,Cu Gáy,190527,29,Không,1.26,Trung bình,2,Đông,Đồi núi,Nhiệt đới,16,Nguy cơ thấp
2024-02-18,Cú mèo,22500,474,Có,2.95,Thấp,1,Thu,Đồng bằng,Rừng ngập mặn,76,Nguy cơ thấp
2024-02-25,Công,18462,28,Không,2.15,Thấp,1,Thu,Trung du,Ôn đới,6,Nguy cơ cao
2024-02-25,Chích chòe,189526,121,Không,1.59,Thấp,4,Đông,Đồi núi,Rừng ngập mặn,61,Nguy cơ trung bình
2024-02-25,Chào mào,227432,15,Có,4.35,Thấp,10,Xuân,Đồi núi,Nhiệt đới,71,Nguy cơ trung bình
2024-02-25,Cú mèo,22443,366,Một phần,4.55,Trung bình,3,Thu,Đồng bằng,Nhiệt đới,3,Nguy cơ cao
2024-02-25,Yến núi,12711,156,Có,2.4,Trung bình,9,Hạ,Đồng bằng,Nhiệt đới,13,Nguy cơ cao
2024-02-25,Cắt nhỏ bụng vàng,19454,385,Không,4.54,Thấp,3,Xuân,Đồi núi,Ôn đới,70,Nguy cơ thấp
2024-02-25,Cu Gáy,190670,27,Một phần,1.3,Thấp,1,Hạ,Đồng bằng,Nhiệt đới,62,Nguy cơ thấp
2024-03-03,Chích chòe,189905,347,Một phần,3.94,Trung bình,8,Đông,Đồng bằng,Rừng ngập mặn,55,Nguy cơ thấp
2024-03-03,Cắt nhỏ bụng vàng,19410,440,Một phần,3.96,Trung bình,7,Xuân,Đồng bằng,Nhiệt đới,15,Nguy cơ cao
2024-03-03,Cú mèo,22387,139,Một phần,4.33,Cao,4,Xuân,Trung du,Rừng ngập mặn,87,Nguy cơ thấp
2024-03-03,Công,18457,391,Một phần,4.58,Trung bình,9,Xuân,Đồng bằng,Rừng ngập mặn,27,Nguy cơ thấp
2024-03-03,Cu Gáy,190813,399,Không,4.61,Thấp,5,Đông,Đồi núi,Rừng ngập mặn,62,Nguy cơ thấp
2024-03-03,Yến núi,12720,358,Không,1.69,Thấp,4,Thu,Trung du,Nhiệt đới,44,Nguy cơ trung bình
2024-03-03,Chào mào,227887,255,Không,2.82,Trung bình,3,Xuân,Đồi núi,Nhiệt đới,92,Nguy cơ thấp
2024-03-10,Chào mào,228342,339,Có,2.37,Thấp,8,Thu,Đồi núi,Rừng ngập mặn,36,Nguy cơ trung bình
2024-03-10,Công,18452,37,Có,1.27,Thấp,7,Đông,Đồng bằng,Rừng ngập mặn,0,Nguy cơ trung bình
2024-03-10,Cắt nhỏ bụng vàng,19366,183,Không,5,Thấp,9,Thu,Đồi núi,Rừng ngập mặn,34,Nguy cơ cao
2024-03-10,Cu Gáy,190956,22,Một phần,3.32,Trung bình,10,Đông,Trung du,Rừng ngập mặn,81,Nguy cơ trung bình
2024-03-10,Cú mèo,22331,77,Một phần,1.76,Thấp,1,Xuân,Trung du,Nhiệt đới,85,Nguy cơ cao
2024-03-10,Yến núi,12730,372,Không,3.23,Trung bình,4,Thu,Đồng bằng,Ôn đới,98,Nguy cơ thấp
2024-03-10,Chích chòe,190285,382,Có,4.84,Cao,10,Đông,Trung du,Rừng ngập mặn,25,Nguy cơ thấp
2024-03-17,Yến núi,12739,206,Có,3.99,Trung bình,3,Đông,Đồi núi,Rừng ngập mặn,34,Nguy cơ cao
2024-03-17,Công,18448,326,Không,1.36,Trung bình,9,Hạ,Đồng bằng,Nhiệt đới,84,Nguy cơ thấp
2024-03-17,Chào mào,228799,122,Không,2.07,Trung bình,7,Thu,Đồi núi,Rừng ngập mặn,45,Nguy cơ trung bình
2024-03-17,Chích chòe,190666,171,Một phần,4.47,Trung bình,7,Hạ,Đồi núi,Nhiệt đới,44,Nguy cơ thấp
2024-03-17,Cắt nhỏ bụng vàng,19323,144,Một phần,3.8,Trung bình,9,Thu,Trung du,Rừng ngập mặn,0,Nguy cơ thấp
2024-03-17,Cu Gáy,191099,112,Không,1.49,Thấp,2,Thu,Đồi núi,Ôn đới,84,Nguy cơ trung bình
2024-03-17,Cú mèo,22276,271,Không,4.52,Thấp,1,Xuân,Đồng bằng,Nhiệt đới,74,Nguy cơ trung bình
2024-03-24,Cú mèo,22220,422,Một phần,1.23,Cao,5,Thu,Đồi núi,Rừng ngập mặn,0,Nguy cơ thấp
2024-03-24,Cu Gáy,191242,224,Có,2.04,Thấp,9,Đông,Đồi núi,Nhiệt đới,46,Nguy cơ trung bình
2024-03-24,Yến núi,12749,152,Có,2.01,Thấp,2,Hạ,Đồi núi,Ôn đới,21,Nguy cơ cao
2024-03-24,Công,18443,500,Không,3.76,Cao,8,Xuân,Trung du,Nhiệt đới,62,Nguy cơ cao
2024-03-24,Chào mào,229257,140,Không,2.99,Thấp,3,Xuân,Đồi núi,Rừng ngập mặn,33,Nguy cơ thấp
2024-03-24,Chích chòe,191047,221,Không,4.19,Trung bình,6,Đông,Đồng bằng,Ôn đới,46,Nguy cơ trung bình
2024-03-24,Cắt nhỏ bụng vàng,19279,468,Không,3.68,Cao,3,Hạ,Trung du,Ôn đới,99,Nguy cơ cao
2024-03-31,Cắt nhỏ bụng vàng,19236,482,Không,4.92,Thấp,5,Thu,Trung du,Nhiệt đới,50,Không có nguy cơ
2024-03-31,Công,18439,339,Có,3.25,Trung bình,8,Thu,Đồng bằng,Nhiệt đới,94,Nguy cơ cao
2024-03-31,Cú mèo,22164,68,Không,4.02,Thấp,7,Thu,Đồng bằng,Rừng ngập mặn,61,Không có nguy cơ
2024-03-31,Chích chòe,191429,288,Có,1.99,Cao,10,Thu,Trung du,Nhiệt đới,56,Nguy cơ trung bình
2024-03-31,Chào mào,229715,52,Có,2.51,Cao,9,Đông,Đồng bằng,Rừng ngập mặn,75,Nguy cơ thấp
2024-03-31,Cu Gáy,191386,18,Không,4.81,Trung bình,6,Đông,Đồng bằng,Nhiệt đới,73,Nguy cơ thấp
2024-03-31,Yến núi,12759,16,Một phần,2.39,Cao,2,Đông,Trung du,Nhiệt đới,30,Nguy cơ thấp
2024-04-07,Cu Gáy,191529,346,Một phần,4.09,Thấp,9,Hạ,Đồi núi,Rừng ngập mặn,14,Nguy cơ trung bình
2024-04-07,Yến núi,12768,410,Một phần,3.49,Thấp,2,Thu,Đồi núi,Ôn đới,77,Nguy cơ trung bình
2024-04-07,Chào mào,230175,303,Không,3.24,Cao,6,Thu,Đồi núi,Rừng ngập mặn,24,Nguy cơ thấp
2024-04-07,Công,18434,482,Một phần,2.38,Trung bình,9,Thu,Đồng bằng,Ôn đới,55,Không có nguy cơ
2024-04-07,Cú mèo,22109,206,Một phần,2.26,Thấp,9,Xuân,Đồi núi,Rừng ngập mặn,3,Không có nguy cơ
2024-04-07,Chích chòe,191812,109,Có,3.15,Thấp,6,Hạ,Trung du,Nhiệt đới,16,Nguy cơ trung bình
2024-04-07,Cắt nhỏ bụng vàng,19193,137,Một phần,2.8,Trung bình,10,Hạ,Trung du,Ôn đới,78,Nguy cơ thấp
2024-04-14,Công,18429,423,Có,4.28,Thấp,7,Đông,Trung du,Ôn đới,5,Nguy cơ cao
2024-04-14,Cắt nhỏ bụng vàng,19149,241,Không,1.35,Thấp,4,Hạ,Đồng bằng,Nhiệt đới,89,Nguy cơ thấp
2024-04-14,Chào mào,230635,348,Không,3.96,Trung bình,2,Thu,Đồi núi,Ôn đới,81,Nguy cơ trung bình
2024-04-14,Chích chòe,192196,83,Có,3.32,Cao,1,Thu,Đồng bằng,Nhiệt đới,91,Nguy cơ trung bình
2024-04-14,Cú mèo,22054,75,Một phần,2.81,Thấp,3,Hạ,Trung du,Nhiệt đới,43,Nguy cơ cao
2024-04-14,Cu Gáy,191673,44,Không,3.06,Cao,6,Thu,Trung du,Nhiệt đới,28,Nguy cơ trung bình
2024-04-14,Yến núi,12778,54,Có,3.84,Trung bình,2,Thu,Đồng bằng,Nhiệt đới,10,Nguy cơ trung bình
2024-04-21,Chào mào,231096,286,Một phần,2.75,Thấp,6,Thu,Đồng bằng,Ôn đới,66,Nguy cơ thấp
2024-04-21,Cu Gáy,191817,413,Không,4.69,Cao,5,Đông,Trung du,Nhiệt đới,94,Nguy cơ trung bình
2024-04-21,Công,18425,41,Không,4.01,Trung bình,6,Xuân,Đồng bằng,Ôn đới,7,Nguy cơ thấp
2024-04-21,Chích chòe,192580,264,Một phần,4.57,Cao,5,Hạ,Trung du,Ôn đới,6,Nguy cơ thấp
2024-04-21,Yến núi,12787,94,Có,3.83,Thấp,8,Xuân,Trung du,Rừng ngập mặn,41,Nguy cơ trung bình
2024-04-21,Cắt nhỏ bụng vàng,19106,202,Không,3.27,Cao,9,Đông,Trung du,Nhiệt đới,27,Nguy cơ cao
2024-04-21,Cú mèo,21998,487,Một phần,3.48,Thấp,6,Đông,Trung du,Ôn đới,63,Không có nguy cơ
2024-04-28,Cú mèo,21943,434,Một phần,4.43,Thấp,10,Xuân,Trung du,Ôn đới,61,Không có nguy cơ
2024-04-28,Công,18420,380,Có,2.63,Thấp,5,Đông,Trung du,Ôn đới,73,Không có nguy cơ
